date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
3/25/07,51.1,79,0,0,0,6.71,90,21.92,110,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/29/07,41,61,0.18,0,0,6.26,50,21.92,50,25.05,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
3/30/07,34,70,0,0,0,0.22,80,8.05,90,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/31/07,46.9,79,0,0,0,7.16,240,17,240,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/12/07,55.9,75,0.93,0,0,7.38,230,25.05,240,33.11,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
4/13/07,46,66.9,0,0,0,6.49,270,14.99,290,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/16/07,43,60.1,0,0,0,14.09,300,29.97,290,48.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/18/07,42.1,66.9,0,0,0,6.04,90,14.99,100,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/20/07,44.1,71.1,0,0,0,4.03,360,14.09,50,21.03,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/21/07,39.9,77,0,0,0,2.24,50,8.95,140,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/24/07,57.9,82.9,0,0,0,9.84,230,16.11,230,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/9/07,63,81,0.31,0,0,8.28,110,21.03,100,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/22/07,63,81,0,0,0,8.05,90,14.09,100,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/23/07,55,82,0,0,0,6.93,80,14.99,130,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/26/07,61,91,0,0,0,7.61,200,12.97,200,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/27/07,61,91,0,0,0,7.83,210,14.09,210,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/30/07,63,90,0,0,0,6.26,90,14.09,90,17,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
6/1/07,64,89.1,0,0,0,6.71,200,12.97,200,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/3/07,64.9,77,1.53,0,0,9.62,60,17.9,50,25.95,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
6/4/07,60.1,90,0,0,0,10.07,220,23.94,220,29.08,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/5/07,64,90,0.03,0,0,7.16,230,21.03,220,25.05,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/7/07,66,93.9,0,0,0,8.72,200,16.11,210,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/21/07,62.1,87.1,0,0,0,2.91,50,12.97,40,17,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
6/26/07,69.1,95,0.53,0,0,4.92,240,29.08,250,33.11,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
6/30/07,71.1,89.1,0,0,0,4.25,20,16.11,30,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
7/2/07,63,84,0,0,0,3.36,20,12.08,80,14.09,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/12/07,70,89.1,0,0,0,3.36,350,12.08,360,17,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/14/07,61,87.1,0,0,0,3.36,230,10.07,230,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/23/07,62.1,84.9,0,0,0,3.8,40,14.99,40,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/25/07,64.9,88,0,0,0,5.59,110,14.09,90,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/26/07,66,91.9,0,0,0,1.79,160,10.07,150,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/30/07,72,88,0.13,0,0,5.59,100,23.94,100,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
8/7/07,75,99,0,0,0,2.24,230,12.97,250,14.99,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
8/14/07,71.1,93.9,0,0,0,6.49,40,14.99,30,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/15/07,70,99,0,0,0,6.04,220,14.99,200,17.9,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
8/25/07,75,99,0,0,0,8.95,220,17,210,21.03,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
9/11/07,73.9,99,0,0,0,12.08,230,29.08,220,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/12/07,66,91,0,0,0,5.37,30,14.99,10,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/18/07,53.1,78.1,0,0,0,8.5,80,17.9,90,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/20/07,64.9,73.9,0.31,0,0,8.28,40,14.99,40,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
9/28/07,64,84.9,0,0,0,6.49,320,16.11,340,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/29/07,50,79,0,0,0,6.71,40,19.91,20,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/6/07,68,82.9,0,0,0,4.25,50,10.07,40,14.09,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
10/14/07,46,78.1,0,0,0,2.68,30,12.08,30,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/22/07,55.9,82.9,0,0,0,5.82,140,14.99,140,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/29/07,37,61,0,0,0,4.47,50,16.11,40,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/30/07,33.1,66.9,0,0,0,1.12,50,8.05,140,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/13/07,46.9,73.9,0,0,0,4.03,230,12.97,230,14.99,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
11/23/07,35.1,51.1,0,0,0,6.49,20,14.99,350,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/24/07,25,50,0,0,0,3.36,80,14.09,90,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/1/07,27,57.9,0,0,0,4.7,90,14.09,100,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/10/07,55.9,81,0,0,0,7.61,230,16.11,240,17.9,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
12/11/07,51.1,73.9,0,0,0,3.58,80,10.07,140,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
12/15/07,37.9,46.9,0.97,0,0,10.29,50,16.11,90,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
12/21/07,39.9,48,0.01,0,0,10.07,50,17,50,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
12/24/07,32,57.9,0,0,0,2.91,260,12.08,230,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/1/08,35.1,55,0,0,0,8.95,300,19.91,280,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/9/08,55.9,73,0,0,0,9.84,230,19.91,220,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/14/08,30.9,52,0,0,0,4.25,270,16.11,290,21.92,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
1/18/08,33.1,51.1,0,0,0,6.71,220,12.08,280,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
1/19/08,33.1,42.1,0.28,0.51,0,3.58,320,8.95,330,14.09,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
1/31/08,27,51.1,0,0,0,9.62,40,17.9,40,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/3/08,37.9,66,0,0,0,3.8,30,12.08,10,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/20/08,30.9,64.9,0,0,0,11.18,220,29.97,220,38.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/22/08,32,42.1,0.29,0,0,6.93,220,12.08,100,14.09,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
2/24/08,37,46,0.03,0,0,6.26,90,14.99,120,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
3/2/08,32,63,0,0,0,4.7,110,12.97,100,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/4/08,57.9,73.9,2,0,0,15.88,240,36.91,260,46.98,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
3/17/08,33.1,57.9,0,0,0,7.16,30,17,40,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/18/08,39,59,0,0,0,6.71,190,17,190,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/22/08,48,75,0,0,0,12.75,230,25.05,220,34.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/23/08,37,57.9,0,0,0,6.04,50,16.11,50,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/3/08,46,52,0.49,0,0,7.83,100,16.11,100,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
4/6/08,48.9,61,0.16,0,0,9.17,60,14.09,30,17.9,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
4/7/08,46,55.9,0,0,0,8.72,40,14.09,50,17,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
4/17/08,37.9,80.1,0,0,0,2.01,270,14.09,270,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/25/08,55,82,0,0,0,7.38,210,14.99,220,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/29/08,45,61,0,0,0,8.05,300,17,270,23.04,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
5/7/08,51.1,82.9,0,0,0,9.62,210,21.03,210,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/8/08,64.9,77,0.07,0,0,12.53,170,21.03,180,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
5/12/08,51.1,64,0.01,0,0,8.05,300,19.91,310,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
5/15/08,60.1,78.1,0.11,0,0,7.61,220,16.11,240,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
5/16/08,57.9,82,0.39,0,0,10.29,230,21.92,240,25.05,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
5/28/08,55.9,73,0.17,0,0,7.61,80,23.94,80,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
5/30/08,54,86,0,0,0,7.16,210,14.99,240,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/10/08,73.9,100.9,0,0,0,8.05,220,17,200,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/16/08,66.9,95,0.1,0,0,5.37,230,17,220,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/18/08,55.9,84.9,0,0,0,3.13,290,14.09,280,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/8/08,70,88,0,0,0,10.74,230,19.91,220,25.95,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
7/12/08,68,89.1,0,0,0,2.91,110,12.08,110,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
8/7/08,73,93,0,0,0,4.92,220,17.9,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/12/08,55.9,89.1,0,0,0,3.58,170,10.07,140,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/14/08,60.1,84.9,0,0,0,5.59,220,14.99,230,17.9,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
8/20/08,68,91.9,0.56,0,0,6.71,140,17,160,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
8/23/08,66,88,0,0,0,6.93,120,12.97,120,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/2/08,61,87.1,0,0,0,2.24,40,12.08,20,14.09,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/10/08,66.9,75,1.19,0,0,5.14,30,12.97,30,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
9/11/08,66.9,78.1,0,0,0,4.47,50,10.07,80,12.97,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/20/08,53.1,73,0,0,0,5.59,30,12.97,360,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/28/08,66.9,82.9,0,0,0,2.91,270,12.08,240,17,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
10/1/08,51.1,73,0.25,0,0,3.36,310,12.97,320,17.9,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
10/5/08,54,82,0,0,0,1.57,230,8.05,250,10.07,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
10/12/08,55.9,78.1,0,0,0,8.72,50,16.11,90,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/15/08,54,87.1,0,0,0,1.12,50,8.95,60,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/29/08,34,59,0,0,0,6.93,250,17.9,270,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/8/08,44.1,73,0.06,0,0,8.72,220,19.91,240,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
11/18/08,32,45,0,0,0,8.28,310,17,290,25.05,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
11/19/08,27,45,0,0,0,6.04,240,14.09,230,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/30/08,39,59,0.96,0,0,6.93,280,21.03,280,25.95,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
12/4/08,33.1,57.9,0,0,0,8.72,220,17.9,230,21.92,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
12/9/08,36,66,0,0,0,8.72,170,21.92,160,29.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
12/13/08,25,46.9,0,0,0,1.79,330,10.07,40,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/18/08,48.9,57.9,0.02,0,0,2.46,90,10.07,130,12.08,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
12/20/08,48.9,61,0.19,0,0,5.59,90,17.9,90,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
12/22/08,21,36,0,0,0,7.16,310,17,320,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/26/08,37,48,0.04,0,0,4.92,100,14.99,90,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
12/30/08,37,64,0,0,0,5.82,210,14.09,200,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/14/09,28,46,0,0,0,5.82,210,12.08,200,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/19/09,35.1,50,0.02,0,0,5.82,20,12.97,30,16.11,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
1/25/09,30,36,0,0,0,6.26,70,14.09,100,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/27/09,39.9,43,0.11,0,0,3.8,90,8.05,90,10.07,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
1/29/09,30,54,0,0,0,2.91,20,12.08,20,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/31/09,26.1,46.9,0,0,0,5.59,270,17.9,260,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/10/09,48,73,0,0,0,10.51,230,25.05,220,31.09,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
2/11/09,54,75,0.04,0,0,17.45,230,34.9,220,44.96,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2/17/09,23,50,0,0,0,3.8,220,12.08,240,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/19/09,34,57.9,0,0,0,10.29,300,21.03,300,29.08,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
2/24/09,23,46,0,0,0,2.68,50,12.08,10,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/27/09,53.1,72,0.03,0,0,9.62,220,25.95,220,31.09,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3/2/09,23,35.1,0.3,3.19,2.99,6.93,350,14.99,360,21.92,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
3/6/09,39.9,73.9,0,0,0,14.32,220,25.95,220,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/7/09,48.9,82,0,0,0,7.38,220,16.11,220,17.9,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
3/8/09,53.1,84,0,0,0,14.54,220,25.05,240,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/23/09,42.1,66,0,0,0,5.82,50,19.91,30,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/26/09,46,69.1,0.43,0,0,5.37,220,25.05,210,29.08,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No
3/29/09,50,77,0,0,0,17.45,230,31.09,240,40.04,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
4/9/09,43,70,0,0,0,4.7,240,14.99,240,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/10/09,54,78.1,0.35,0,0,10.74,230,29.97,230,34.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
4/12/09,44.1,66,0,0,0,4.47,30,14.09,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/15/09,48.9,64,0,0,0,8.72,40,19.91,10,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
4/25/09,66,91.9,0,0,0,10.51,230,16.11,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/5/09,60.1,73,0.98,0,0,5.14,210,12.97,210,14.99,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
5/8/09,62.1,82,0,0,0,7.38,230,19.91,220,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
5/9/09,66.9,90,0.08,0,0,12.08,270,31.09,270,44.07,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/15/09,69.1,84.9,0,0,0,6.04,150,12.97,210,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/18/09,48.9,66.9,0.06,0,0,9.62,40,21.92,40,29.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
5/19/09,45,71.1,0,0,0,9.62,50,23.04,50,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/25/09,66.9,82.9,0.13,0,0,5.37,160,23.04,170,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
5/27/09,64,86,0,0,0,2.68,80,8.95,100,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
5/29/09,68,88,0,0,0,7.16,240,19.91,230,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
5/30/09,63,84.9,0,0,0,4.03,40,12.08,30,14.99,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/1/09,64.9,87.1,0,0,0,6.04,60,14.99,60,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/2/09,66,93.9,0,0,0,6.71,200,14.99,200,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
6/11/09,69.1,89.1,0,0,0,4.92,230,14.09,230,16.11,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/17/09,68,80.1,0.05,0,0,7.38,100,14.99,90,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
6/19/09,70,91,0,0,0,4.7,330,14.09,330,17,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
6/29/09,72,91.9,0,0,0,5.82,240,17.9,240,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/1/09,64.9,97,0.04,0,0,5.14,230,21.03,230,27.96,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
7/12/09,72,97,0,0,0,7.61,230,17.9,230,25.05,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
7/19/09,66,88,0,0,0,5.59,70,12.97,80,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/22/09,68,91.9,0,0,0,5.14,120,12.97,120,17,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
7/26/09,73,99,0.06,0,0,9.17,220,21.92,230,29.08,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
8/3/09,70,95,0.03,0,0,2.68,150,14.99,120,21.92,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
8/15/09,71.1,88,0,0,0,4.03,40,14.09,40,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/17/09,68,93,0.06,0,0,3.13,200,12.97,200,17,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
8/22/09,70,86,0.25,0,0,3.8,280,21.92,260,36.91,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
8/23/09,69.1,84.9,0,0,0,3.36,90,8.95,160,14.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
9/3/09,59,81,0,0,0,5.82,50,17.9,60,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/9/09,62.1,82,0,0,0,4.47,90,14.99,100,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/10/09,59,72,0,0,0,5.82,50,16.11,40,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/21/09,57,82,0,0,0,5.59,90,14.99,90,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/24/09,71.1,90,0,0,0,3.36,220,10.07,220,12.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
10/15/09,45,55,0.07,0,0,3.58,40,10.07,30,14.09,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
10/16/09,46,57.9,0,0,0,6.04,40,14.09,50,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/19/09,34,61,0,0,0,2.01,30,12.97,80,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/20/09,35.1,72,0,0,0,2.91,230,12.08,210,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/22/09,46,78.1,0,0,0,4.47,240,17,240,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/23/09,60.1,81,0,0,0,8.95,200,21.03,190,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
10/26/09,44.1,64,0.06,0,0,5.82,40,14.09,50,17,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
11/4/09,37.9,64,0,0,0,2.91,80,14.99,80,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/5/09,37.9,64.9,0,0,0,2.91,270,14.99,280,23.04,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/14/09,48,66.9,0.01,0,0,4.47,20,12.08,20,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
11/24/09,48,57.9,0,0,0,3.36,50,10.07,20,14.99,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
11/26/09,41,61,0.07,0,0,3.36,300,14.09,320,25.05,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
12/5/09,36,48,0.41,0,0,4.92,350,14.09,330,23.04,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
12/6/09,28,44.1,0,0,0,2.01,50,12.97,30,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/12/09,21.9,43,0,0,0,2.24,80,8.95,130,12.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
12/19/09,30,34,0.44,0,0,7.61,50,21.03,340,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
12/20/09,26.1,45,0,0,0,2.68,300,14.09,300,23.94,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/25/09,36,59,0.8,0,0,10.96,110,21.03,100,36.91,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
12/29/09,24.1,42.1,0,0,0,6.26,300,14.99,320,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
